7987;LE;PONTE;PONTE;N43175341;W008071905;ENRT;;W0051;WGE;LECM;LECM;;;;R Z;
7988;LE;POPUL;POPUL;N43565508;W002502453;ENRT;;W0031;WGE;LECM;LECM;;;;RU;RH
7989;LF;PORBU;PORBU;N42255200;E003120300;ENRT;;W0007;WGE;LFMM;LFFF;;;;RUE;
7990;LP;PORLI;PORLI;N39314400;W007215900;ENRT;;W0037;WGE;LPPC;LPPC;;;;RUD;RH
7991;BG;PORSU;PORSU;N62381200;W042594500;ENRT;;W0290;WGE;BGGL;BGGL;;;;R;L
7992;LP;PORTA;PORTA;N39194840;W007180893;ENRT;;W0037;WGE;LPPC;LPPC;;;;RU;RB
7993;LE;POSBA;POSBA;N40131129;E002541878;ENRT;;W0006;WGE;LECB;LECB;;;;R E;
7994;LE;POSSY;POSSY;N42034067;E000092579;ENRT;;W0015;WGE;LECB;LECB;;;;R;RB
7995;EG;POTON;POTON;N52050400;W000253800;ENRT;;W0037;WGE;EGTT;EGTT;;;;R E;RB
7996;LI;POULP;POULP;N41200000;E008341200;ENRT;;W0002;WGE;LIRR;LIRR;;;;RUZ;RB
7997;ED;POVEL;POVEL;N52074216;E010494000;ENRT;;E0011;WGE;EDWW;EDVV;;;;R Z;RB
7998;LI;POZZO;POZZO;N40564500;E009155900;ENRT;;E0003;WGE;LIRR;LIRR;;;;R Z;RB
7999;LK;PR104;PR104;N50255283;E014330940;ENRT;;E0021;WGE;LKAA;LKAA;;;;R E;
8000;LK;PR704;PR704;N49550185;E013513113;ENRT;;E0019;WGE;LKAA;LKAA;;;;R E;
8001;LK;PR705;PR705;N49591603;E013480536;ENRT;;E0019;WGE;LKAA;LKAA;;;;R E;
8002;LE;PRADO;PRADO;N40085096;W002003724;ENRT;;W0028;WGE;LECM;LECM;;;;R E;RB
8003;EP;PRASK;PRASK;N51020000;E018313000;ENRT;;E0023;WGE;EPWW;EPWW;;;;R;RB
8004;LI;PREKI;PREKI;N42523900;E013070900;ENRT;;E0011;WGE;LIRR;LIRR;;;;RU;RH
8005;BG;PRIMO;PRIMO;N76100000;E000000000;ENRT;;W0093;WGE;ENOB;ENOB;;;;RU;RH
8006;LD;PRISO;PRISO;N43430133;E019251836;ENRT;;E0021;WGE;LDZO;LDZO;;;;R;
8007;LP;PRT28;PRT-192/D28.0;N40483430;W008454683;ENRT;;W0042;WGE;LPPC;LPPC;;;;I F;
8008;LY;PRT70;PRT-360/D7.0;N42412052;E021022362;ENRT;;E0030;WGE;LYBA;LYBA;;;;R Z;
8009;EG;PTH11;PTH-221/D11.0;N56173600;W003334100;ENRT;;W0052;WGE;EGPX;EGPX;;;;I;L
8010;EG;PTH15;PTH-221/D15.0;N56140000;W003381900;ENRT;;W0052;WGE;EGPX;EGPX;;;;I;L
8011;LO;PUBEG;PUBEG;N47304048;E015394318;ENRT;;E0016;WGE;LOVV;LOVV;;;;R Z;RB
8012;LD;PUL25;PUL-064/D25.0;N45041200;E014265700;ENRT;;E0020;WGE;LDZO;LDZO;;;;I D;
8013;LD;PUL57;PUL-98/D5.7;N44543079;E013471114;ENRT;;E0018;WGE;LDZO;LDZO;;;;R D;
8014;LD;PULA;PULA;N44533600;E013552400;ENRT;;E0009;WGE;LDZO;LDZO;;;;R;
8015;LE;PUMAL;PUMAL;N42220051;E002003046;ENRT;;W0016;WGE;LECB;LECB;;;;RUZ;RB
8016;LS;PUNSA;PUNSA;N46044200;E008013600;ENRT;;W0001;WGE;LSAS;LSAS;;;;RU;RB
8017;LH;PUSTA;PUSTA;N47090798;E018443234;ENRT;;E0022;WGE;LHCC;LHCC;;;;R D;RB
8018;EB;PUTTY;PUTTY;N51215707;E004201541;ENRT;;W0011;WGE;EBBU;EBUR;;;;RUD;
8019;EN;QEAST;QUICKSTEP EAST;N59424400;E010142000;ENRT;;W0004;WGE;ENOR;ENOR;;;;R;
8020;EG;QN9;QN9 MILITARY WAYPOINT;N58180000;W005100000;ENRT;;W0071;WGE;EGPX;EGPX;;;;R;H
8021;EG;QQ1;QQ1 MILITARY WPT;N55255900;W005423100;ENRT;;W0063;WGE;EGPX;EGPX;;;;R;H
8022;BG;QUASI;QUASI;N78000000;W018511800;ENRT;;W0252;WGE;BGGL;BGGL;;;;R;RH
8023;LI;QUENN;QUENN;N40095400;E010323600;ENRT;;E0003;WGE;LIRR;LIRR;;;;R Z;RB
8024;EN;QWEST;QUICKSTEP WEST;N59405500;E010114900;ENRT;;W0004;WGE;ENOR;ENOR;;;;R;
8025;LF;R003Q;MLN-003/D16.9;N48441368;E002492958;ENRT;;W0015;WGE;LFFF;LFFF;;;;I D;
8026;LP;R005F;SNT-005/D6;N33112598;W016211632;ENRT;;W0071;WGE;LPPC;LPPC;;;;I Z;
8027;LF;R010P;RBT-010/D16;N48550345;E002030840;ENRT;;W0017;WGE;LFFF;LFFF;;;;I Z;
8028;LF;R017R;MLN-017/D18.5;N48450907;E002561785;ENRT;;W0014;WGE;LFFF;LFFF;;;;I Z;
8029;LF;R020H;TSU-020/D07.9;N48524794;E002093332;ENRT;;W0025;WGE;LFFF;LFFF;;;;I;
8030;LG;R033L;SAT-033/D12.0;N38044327;E024034785;ENRT;;E0030;;LGGG;LGGG;;;;I D;
8031;LD;R039B;KAV-289/PUL-039;N44544511;E013563363;ENRT;;E0019;WGE;LDZO;LDZO;;;;I D;
8032;LE;R049R;SNR-049/D17.50;N43390793;W003364902;ENRT;;W0030;WGE;LECM;LECM;;;;I F;
8033;LF;R073K;TSU-073/D11;N48484375;E002215434;ENRT;;W0016;WGE;LFFF;LFFF;;;;I Z;
8034;LF;R073O;TSU-073/D15;N48495970;E002273882;ENRT;;W0016;WGE;LFFF;LFFF;;;;I Z;
8035;LF;R111M;LSE-111/D13.0;N45401646;E005225241;ENRT;;W0010;WGE;LFMM;LFFF;;;;I F;
8036;EG;R114L;BIG-114/D12.0;N51152067;E000194809;ENRT;;W0029;WGE;EGTT;EGTT;;;;I E;
8037;EG;R152J;POL-152/D10.0;N53355400;W001570000;ENRT;;W0039;WGE;EGTT;EGTT;;;;I;L
8039;LF;R155L;BT-155/OYE-225;N48474007;E002354881;ENRT;;W0015;WGE;LFFF;LFFF;;;;I;
8040;LF;R169G;OL-169/D7;N48365789;E002252919;ENRT;;W0016;WGE;LFFF;LFFF;;;;I D;
8041;LI;R170K;PRA-245/D8;N41371216;E012163754;ENRT;;E0008;WGE;LIRR;LIRR;;;;I D;
8042;LF;R179O;RBT-179/D14.5;N48244566;E002003623;ENRT;;W0017;WGE;LFFF;LFFF;;;;I D;
8043;ES;R185K;R185K;N63143500;E018562200;ENRT;;E0031;WGE;ESAA;ESAA;;;;I;
8044;LF;R190G;OL-190/D7;N48365230;E002213864;ENRT;;W0016;WGE;LFFF;LFFF;;;;I D;
8045;LF;R203G;OL-203/D7;N48371668;E002192012;ENRT;;W0016;WGE;LFFF;LFFF;;;;I D;
8046;LF;R216K;PON-216/D11.3;N48562534;E001523079;ENRT;;W0018;WGE;LFFF;LFFF;;;;I Z;
8047;EG;R231L;OCK-231/D12.0;N51102184;W000410675;ENRT;;W0035;WGE;EGTT;EGTT;;;;R E;
8048;LF;R240S;R240S;N41363103;E008244393;ENRT;;W0002;WGE;LFFF;LFFF;;;;I;
8049;EG;R275L;OCK-275/D12.0;N51183334;W000455707;ENRT;;W0034;WGE;EGTT;EGTT;;;;I E;
8050;LF;R280;DPE-152/MERUE-280;N49183800;E001490000;ENRT;;W0028;WGE;LFFF;LFFF;;;;R;RH
8051;LF;R281R;RBT-281/D17.5;N48420038;E001333486;ENRT;;W0019;WGE;LFFF;LFFF;;;;I D;
8052;LF;R284F;RBT-284/TSU-246;N48402054;E001511413;ENRT;;W0018;WGE;LFFF;LFFF;;;;I Z;
8053;LF;R288T;RBT-288/D20;N48444662;E001303870;ENRT;;W0019;WGE;LFFF;LFFF;;;;I D;
8054;LF;R302L;OL-302/D12.2;N48495668;E002071563;ENRT;;W0017;WGE;LFFF;LFFF;;;;I Z;
8038;LF;R155;TSU-155/OL-169;N48053760;E002364125;ENRT;;W0023;WGE;LFMM;LFFF;;;;I D;
8055;BG;R329M;R329M;N76315848;W069105006;ENRT;;W0619;WGE;BGGL;BGGL;;;;I;
8056;LF;R336W;TOU-336/D23.0;N44014240;E001051098;ENRT;;W0019;WGE;LFBB;LFFF;;;;I D;
8057;LG;R344J;MKR-344/D10.0;N40405251;E022551664;ENRT;;E0033;;LGGG;LGGG;;;;R Z;
8058;LC;R345L;ECN-GIRNE/ECN-D12.0;N35202926;E033255693;ENRT;;E0038;WGE;LCCC;LCCC;;;;I Z;
8059;LF;R357T;MLN-357/OL77-103;N48471641;E002462498;ENRT;;W0015;WGE;LFFF;LFFF;;;;I D;
8060;LF;R358F;RBT-358/D06.0;N48451102;E001584976;ENRT;;W0024;WGE;LFFF;LFFF;;;;I;
8061;LF;R360K;PGS-360/BSN-271;N49104030;E002363608;ENRT;;W0024;WGE;LFFF;LFFF;;;;I;
8062;ED;RADEL;RADEL;N52565800;E013061900;ENRT;;E0008;WGE;EDBB;EDBB;;;;R E;RB
8063;EK;RADIS;RADIS;N56323000;E009594200;ENRT;;W0005;WGE;EKDK;EKDK;;;;R D;RB
8064;LO;RADLY;RADLY;N46384869;E015123303;ENRT;;E0015;WGE;LOVV;LOVV;;;;RUZ;RB
8065;EG;RADNO;RADNO;N52142500;W003132800;ENRT;;W0049;WGE;EGTT;EGTT;;;;R;RB
8066;EP;RADUN;RADUN;N54170300;E018000200;ENRT;;E0026;WGE;EPWW;EPWW;;;;R;L
8067;ED;RAFEL;RAFEL;N49173425;E007432435;ENRT;;W0009;WGE;EDFF;EDUU;;;;R;
8068;LE;RAFOL;RAFOL;N37565792;W000010084;ENRT;;W0014;WGE;LECB;LECB;;;;R;RB
8069;LE;RAKEL;RAKEL;N42434512;W005422176;ENRT;;W0038;WGE;LECM;LECM;;;;R;RH
8070;ED;RAKIT;RAKIT;N53104293;E013543970;ENRT;;E0019;WGE;EDBB;EDBB;;;;R D;RB
8071;LD;RAKIV;RAKIV;N44521700;E019003500;ENRT;;E0028;WGE;LDZO;LDZO;;;;R;RH
8072;LE;RAKOD;RAKOD;N39465094;W006374265;ENRT;;W0035;WGE;LECM;LECM;;;;RUD;RH
8073;LY;RAKOR;RAKOR;N43185970;E019303380;ENRT;;E0028;WGE;LYBA;LYBA;;;;R;L
8074;EN;RAKOS;RAKOS;N65375900;E011350000;ENRT;;E0006;WGE;ENOR;ENOR;;;;R;
8075;LF;RAKOS;RAKOS;N46224100;E005053700;ENRT;;W0011;WGE;LFMM;LFFF;;;;R;
8076;EH;RAKUM;RAKUM;N51552000;E006464200;ENRT;;W0012;WGE;EHAA;EHAA;;;;R;
8077;LP;RAKUN;RAKUN;N33332501;W015465255;ENRT;;W0070;WGE;LPPC;LPPC;;;;R Z;L
8078;LM;RALAK;RALAK;N34312500;E011300000;ENRT;;E0005;WGE;LMMM;LMMM;;;;R;RB
8079;ED;RALAM;RALAM;N50005200;E006223100;ENRT;;W0002;WGE;EDFF;EDUU;;;;R;RH
8080;LF;RALAN;RALAN;N43250100;E002512500;ENRT;;W0017;WGE;LFBB;LFFF;;;;R;
8081;ED;RALIB;RALIB;N49264700;E009425600;ENRT;;E0002;WGE;EDFF;EDUU;;;;R;RH
8082;ED;RALIV;RALIV;N49542460;E011573840;ENRT;;E0013;WGE;EDMM;EDUU;;;;R;H
8083;EF;RALOX;RALOX;N63161000;E021260400;ENRT;;E0057;WGE;EFES;EFES;;;;R;RB
8084;LP;RALUS;RALUS;N41561179;W007065894;ENRT;;W0043;WGE;LPPC;LPPC;;;;RU;RB
8085;LI;RAMAL;RAMAL;N37273000;E014582100;ENRT;;E0018;WGE;LIRR;LIRR;;;;R;
8086;EF;RAMAN;RAMAN;N61045700;E022343200;ENRT;;E0050;WGE;EFES;EFES;;;;R;RB
8087;ED;RAMAR;RAMAR;N53423900;E010562000;ENRT;;W0001;WGE;EDWW;EDVV;;;;R D;L
8088;LI;RAMEN;RAMEN;N39481200;E008561800;ENRT;;W0002;WGE;LIRR;LIRR;;;;R D;RB
8089;EN;RAMFY;RAMFY;N57400000;E007590000;ENRT;;W0017;WGE;ENOR;ENOR;;;;R;
8090;EG;RAMID;RAMID;N52572800;E002300000;ENRT;;W0020;WGE;EGTT;EGTT;;;;R;L
8091;EF;RAMIM;RAMIM;N59460600;E023183900;ENRT;;E0060;WGE;EFES;EFES;;;;R;RB
8092;LR;RAMOD;RAMOD;N47495414;E026172065;ENRT;;E0045;WGE;LRBB;LRBB;;;;R F;
8093;LS;RAMOK;RAMOK;N47012000;E007410300;ENRT;;W0004;WGE;LSAS;LSAS;;;;R Z;
8094;LE;RAMON;RAMON;N41003331;W000170659;ENRT;;W0016;WGE;LECM;LECM;;;;R;RH
8095;EG;RAMOX;RAMOX;N53393700;W004502200;ENRT;;W0052;WGE;EGTT;EGTT;;;;R;RB
8096;EK;RAMUD;RAMUD;N57032600;E007362600;ENRT;;W0016;WGE;EKDK;EKDK;;;;RU;RB
8097;ED;RAMUX;RAMUX;N54423600;E012430100;ENRT;;E0017;WGE;EDBB;EDBB;;;;R;RB
8098;EN;RANAB;RANAB;N59012900;E005380000;ENRT;;W0018;WGE;ENOR;ENOR;;;;R Z;
8099;EI;RANAR;RANAR;N53402777;W007192944;ENRT;;W0071;WGE;EISN;EISN;;;;R Z;L
8100;EN;RANAT;RANAT;N63272800;E010331000;ENRT;;E0004;WGE;ENOR;ENOR;;;;R Z;
8101;EN;RANAX;RANAX;N66525800;E014055100;ENRT;;E0023;WGE;ENOR;ENOR;;;;R;
8102;LF;RANES;RANES;N48441500;W000150000;ENRT;;W0029;WGE;LFRR;LFFF;;;;RU;L
8103;ED;RANIN;RANIN;N50555700;E009163800;ENRT;;E0003;WGE;EDFF;EDUU;;;;R;L
8104;LK;RANIS;RANIS;N49325497;E017431678;ENRT;;E0021;WGE;LKAA;LKAA;;;;R;
8105;EG;RANOK;RANOK;N56420000;W004145900;ENRT;;W0063;WGE;EGPX;EGPX;;;;R F;L
8106;EP;RANOK;RANOK;N54544600;E018573000;ENRT;;E0035;WGE;EPWW;EPWW;;;;R;RB
8107;EN;RANUM;RANUM;N66525200;E014072500;ENRT;;E0026;WGE;ENOR;ENOR;;;;R;
8108;LF;RANUX;RANUX;N49082000;E004214200;ENRT;;W0016;WGE;LFFF;LFFF;;;;R;RH
8109;LF;RAPES;RAPES;N43144800;E001544780;ENRT;;W0021;WGE;LFBB;LFFF;;;;R Z;
8110;ED;RAPET;RAPET;N50112576;E012201910;ENRT;;E0013;WGE;EDMM;EDUU;;;;R D;RB
8111;LS;RAPEX;RAPEX;N47161900;E008424100;ENRT;;W0001;WGE;LSAS;LSAS;;;;R E;
8112;EN;RAPIR;RAPIR;N59394800;E001560600;ENRT;;W0048;WGE;ENOR;ENOR;;;;R;
8113;LI;RAPIS;RAPIS;N38241200;E016354200;ENRT;;E0017;WGE;LIRR;LIRR;;;;R E;RB
8114;EG;RAPIX;RAPIX;N51263500;E002000000;ENRT;;W0026;WGE;EGTT;EGTT;;;;RU;RB
8115;LF;RAPOR;RAPOR;N49352900;E005124700;ENRT;;W0013;WGE;LFFF;LFFF;;;;R D;RB
8116;LG;RAPOS;RAPOS;N37080500;E025080800;ENRT;;E0033;;LGGG;LGGG;;;;R;RB
8117;EF;RAPOT;RAPOT;N63230200;E021155900;ENRT;;E0047;WGE;EFES;EFES;;;;R;RB
8118;EG;RAPUM;RAPUM;N54551800;W001525800;ENRT;;W0042;WGE;EGTT;EGTT;;;;R;RH
8119;EN;RARAN;RARAN;N63140300;E007192100;ENRT;;W0010;WGE;ENOR;ENOR;;;;R;
8120;LR;RARIT;RARIT;N44360438;E026245332;ENRT;;E0043;WGE;LRBB;LRBB;;;;R Z;
8121;LR;RAROS;RAROS;N46274843;E024471723;ENRT;;E0034;WGE;LRBB;LRBB;;;;R;L
8122;LZ;RASEK;RASEK;N49055050;E018393900;ENRT;;E0032;WGE;LZBB;LZBB;;;;R F;
8123;ES;RASEN;RASEN;N63484250;E019055120;ENRT;;E0038;WGE;ESAA;ESAA;;;;R;RB
8124;LK;RASIM;RASIM;N50040401;E014410400;ENRT;;E0014;WGE;LKAA;LKAA;;;;R Z;
8125;LD;RASIN;RASIN;N46052500;E016403100;ENRT;;E0018;WGE;LDZO;LDZO;;;;R Z;RB
9843;LF;VEROT;VEROT;N45125900;E004103800;ENRT;;W0008;WGE;LFMM;LFFF;;;;R E;L
8126;ES;RASMU;RASMU;N56453020;E013485500;ENRT;;E0009;WGE;ESAA;ESAA;;;;R E;RB
8127;LM;RASNO;RASNO;N34200000;E021293200;ENRT;;E0024;WGE;LMMM;LMMM;;;;RU;RB
8128;EP;RASOG;RASOG;N49552200;E021370500;ENRT;;E0031;WGE;EPWW;EPWW;;;;R;RB
8129;ED;RASOK;RASOK;N50291900;E007104600;ENRT;;W0000;WGE;EDFF;EDUU;;;;R;L
8130;LF;RASPA;RASPA;N42092800;E005234700;ENRT;;W0007;WGE;LFMM;LFFF;;;;R E;RH
8131;LO;RASTA;RASTA;N47294354;E013225292;ENRT;;E0010;WGE;LOVV;LOVV;;;;R Z;RB
8132;EN;RASTO;RASTO;N61155900;E002471100;ENRT;;W0035;WGE;ENOR;ENOR;;;;R;
8133;LD;RASTU;RASTU;N44563200;E015443600;ENRT;;E0016;WGE;LDZO;LDZO;;;;RU;L
8134;EK;RASVI;RASVI;N57172300;E008025800;ENRT;;W0011;WGE;EKDK;EKDK;;;;RU;RB
8135;LE;RATAS;RATAS;N42342802;W004015078;ENRT;;W0035;WGE;LECM;LECM;;;;R Z;RB
8136;LJ;RATGO;RATGO;N46324626;E016021330;ENRT;;E0017;WGE;LJLA;LJLA;;;;R;RB
8137;LI;RATIR;RATIR;N41403000;E012270000;ENRT;;E0014;WGE;LIRR;LIRR;;;;R;
8138;EG;RATKA;RATKA;N49300000;W008000000;ENRT;;W0062;WGE;EGGX;EGGX;;;;RO;RH
8139;LI;RATKA;RATKA;N43113000;E014433000;ENRT;;E0012;WGE;LIBB;LIBB;;;;R;
8140;EG;RATLO;RATLO;N51592900;E001405500;ENRT;;W0020;WGE;EGTT;EGTT;;;;R;RB
8141;LI;RATOK;RATOK;N36440500;E013115000;ENRT;;E0013;WGE;LIRR;LIRR;;;;R;RB
8142;LE;RATPO;RATPO;N43190159;W005585413;ENRT;;W0040;WGE;LECM;LECM;;;;R Z;L
8143;LF;RATRA;RATRA;N44464900;E001283900;ENRT;;W0022;WGE;LFBB;LFFF;;;;R Z;L
8144;EG;RATSU;RATSU;N61000000;W010000000;ENRT;;W0111;WGE;EGPX;EGPX;;;;RO;RH
8145;LF;RATUK;RATUK;N50392500;E001381100;ENRT;;W0028;WGE;LFFF;LFFF;;;;R;RB
8146;EN;RATUL;RATUL;N69570700;E022001100;ENRT;;E0076;WGE;ENOR;ENOR;;;;R Z;L
8147;ED;RATUM;RATUM;N49513600;E006240300;ENRT;;W0002;WGE;EDFF;EDUU;;;;R D;L
8148;LY;RAVAK;RAVAK;N43411470;E021373710;ENRT;;E0032;WGE;LYBA;LYBA;;;;R D;RB
8149;LI;RAVAL;RAVAL;N41481800;E011433600;ENRT;;E0005;WGE;LIRR;LIRR;;;;R D;L
8150;LI;RAVIG;RAVIG;N40304200;E013371100;ENRT;;E0017;WGE;LIRR;LIRR;;;;R D;
8151;EG;RAVLO;RAVLO;N52550100;E003085400;ENRT;;W0018;WGE;EGTT;EGTT;;;;R;RH
8152;EB;RAVMA;RAVMA;N50432267;E004360358;ENRT;;W0008;WGE;EBBU;EBUR;;;;R;RH
8153;EN;RAVNA;RAVNA;N63230500;E006523400;ENRT;;W0028;WGE;ENOR;ENOR;;;;R;
8154;EN;RAVNO;RAVNO;N62344500;E006365700;ENRT;;W0025;WGE;ENOR;ENOR;;;;R E;
8155;EN;RAVRU;RAVRU;N70094900;E024070700;ENRT;;E0076;WGE;ENOR;ENOR;;;;R D;
8156;LY;RAXAD;RAXAD;N42183050;E022143360;ENRT;;E0032;WGE;LYBA;LYBA;;;;R;RB
8157;LF;RBT01;RBT-R179/D1;N48381432;E001594384;ENRT;;W0017;WGE;LFFF;LFFF;;;;I D;
8158;LF;RBT04;RBT-R179/D4;N48351469;E001595774;ENRT;;W0017;WGE;LFFF;LFFF;;;;I D;
8159;LF;RBT13;RBT-148/D13;N48282541;E002103002;ENRT;;W0016;WGE;LFFF;LFFF;;;;I D;
8161;LF;RBT19;TSU-073/RBT D19.0;N48491620;E002240970;ENRT;;W0025;WGE;LFFF;LFFF;;;;I;
8162;LF;RBT23;RBT-358/D23.0;N49020478;E001565318;ENRT;;W0027;WGE;LFFF;LFFF;;;;I;
8163;LF;RBT33;RBT-148/D33;N48114525;E002270236;ENRT;;W0015;WGE;LFFF;LFFF;;;;I D;
8164;EN;REAST;RUMBA EAST;N59475500;E010084500;ENRT;;W0004;WGE;ENOR;ENOR;;;;R;
8165;ED;REBDU;REBDU;N52230932;E013143839;ENRT;;E0017;WGE;EDBB;EDBB;;;;W F;
8166;LR;REBLA;REBLA;N46453648;E023444071;ENRT;;E0032;WGE;LRBB;LRBB;;;;R;RB
8167;LE;REBUL;REBUL;N41415247;E001064852;ENRT;;W0012;WGE;LECB;LECB;;;;R;RB
8168;LF;RECIF;RECIF;N42451900;E008530900;ENRT;;W0002;WGE;LFMM;LFFF;;;;R D;L
8169;EG;REDFA;REDFA;N52065300;E002291700;ENRT;;W0031;WGE;EHAA;EHAA;;;;RUE;RB
8170;EP;REDFI;REDFI;N54550000;E015082620;ENRT;;E0017;WGE;EPWW;EPWW;;;;RU;RB
8171;LG;REDRA;REDRA;N37585600;E026312800;ENRT;;E0027;;LGGG;LGGG;;;;RUZ;B
8172;LZ;REDSI;REDSI;N49140000;E019382200;ENRT;;E0035;WGE;LZBB;LZBB;;;;R;RH
8173;LP;REDSO;REDSO;N37385263;W025474333;ENRT;;W0111;WGE;LPPO;LPPO;;;;R D;
8174;LF;REFEL;REFEL;N47344800;E007004100;ENRT;;W0006;WGE;LFEE;LFFF;;;;R;
8175;EH;REFSO;REFSO;N51483400;E002400100;ENRT;;W0025;WGE;EHAA;EHAA;;;;R D;RB
8176;ED;REGBA;REGBA;N52315869;E013020938;ENRT;;E0016;WGE;EDBB;EDBB;;;;R F;
8177;LF;REGHI;REGHI;N48000000;W008000000;ENRT;;W0059;WGE;LFRR;LFFF;;;;RU;RH
8178;LP;REGLA;REGLA;N38511853;W026081950;ENRT;;W0113;WGE;LPPO;LPPO;;;;R D;B
8179;EP;REGLI;REGLI;N50014900;E017594400;ENRT;;E0025;WGE;EPWW;EPWW;;;;RU;RB
8180;EN;REGMA;REGMA;N59063200;E011205800;ENRT;;E0000;WGE;ENOR;ENOR;;;;RU;RB
8181;EH;REGNA;REGNA;N52090900;E003445800;ENRT;;W0014;WGE;EHAA;EHAA;;;;R D;
8182;ED;REGNO;REGNO;N51230964;E006575121;ENRT;;E0000;WGE;EDLL;EDVV;;;;CAF;
8183;ED;REGRA;REGRA;N52294804;E013401559;ENRT;;E0018;WGE;EDBB;EDBB;;;;R F;
8184;LY;REKAR;REKAR;N42193830;E018594860;ENRT;;E0021;WGE;LYBA;LYBA;;;;R D;
8185;EN;REKDA;REKDA;N62363300;E006524800;ENRT;;W0013;WGE;ENOR;ENOR;;;;R E;
8186;LF;REKLA;REKLA;N47320800;E005510300;ENRT;;W0011;WGE;LFEE;LFFF;;;;R;RH
8187;EN;REKLI;REKLI;N61000000;E004460000;ENRT;;W0033;WGE;ENOR;ENOR;;;;R Z;
8188;ES;REKMI;REKMI;N65105870;E019282120;ENRT;;E0040;WGE;ESAA;ESAA;;;;R;RB
8189;ES;REKMO;REKMO;N55592200;E012472400;ENRT;;E0006;WGE;ESAA;ESAA;;;;R;RB
8190;EG;REKNA;REKNA;N56102900;E003300000;ENRT;;W0021;WGE;EGPX;EGPX;;;;R;RH
8191;EF;REKSA;REKSA;N60582200;E027330800;ENRT;;E0080;WGE;EFES;EFES;;;;R F;RB
8192;ES;REKSA;REKSA;N58164900;E017565200;ENRT;;E0024;WGE;ESAA;ESAA;;;;R;
8193;LF;REKTO;REKTO;N41053100;E007364400;ENRT;;W0003;WGE;LFMM;LFFF;;;;R;RB
8194;BI;REKVA;REKVA;N64263000;W020491600;ENRT;;W0184;WGE;BIRD;BIRD;;;;R;B
8195;EH;RELBI;RELBI;N52070600;E006484900;ENRT;;W0013;WGE;EHAA;EHAA;;;;RU;RB
8196;LY;RELDA;RELDA;N44383780;E020104240;ENRT;;E0030;WGE;LYBA;LYBA;;;;R;RB
8160;LF;RBT18;RBT-126/D1.8;N48381342;E002015377;ENRT;;W0017;WGE;LFFF;LFFF;;;;I Z;
8197;EP;RELDO;RELDO;N51561800;E020575200;ENRT;;E0031;WGE;EPWW;EPWW;;;;R;
8198;ED;RELKO;RELKO;N51040863;E011304370;ENRT;;E0013;WGE;EDBB;EDBB;;;;R D;RB
8199;EF;RELSU;RELSU;N62503800;E022445600;ENRT;;E0065;WGE;EFES;EFES;;;;R F;
8200;LP;RELVA;RELVA;N41510956;W008355070;ENRT;;W0049;WGE;LPPC;LPPC;;;;R E;L
8201;LF;REM30;CIV-176/REM-D30;N49482425;E003574775;ENRT;;W0012;WGE;LFFF;LFFF;;;;I;
8202;EB;REMBA;REMBA;N50394401;E004545052;ENRT;;W0008;WGE;EBBU;EBUR;;;;R;RB
8203;ED;REMGA;REMGA;N50301300;E006503600;ENRT;;W0000;WGE;EDFF;EDUU;;;;R;L
8204;EB;REMGO;REMGO;N49463300;E005011600;ENRT;;W0006;WGE;EBBU;EBUR;;;;RU;RH
8205;EP;REMPA;REMPA;N52360200;E020001500;ENRT;;E0037;WGE;EPWW;EPWW;;;;R E;RB
8206;EG;REMSI;REMSI;N53573700;W003493200;ENRT;;W0051;WGE;EGTT;EGTT;;;;R;RH
8207;EN;REMVI;REMVI;N58450000;E005293000;ENRT;;W0014;WGE;ENOR;ENOR;;;;R;
8208;LP;RENAT;RENAT;N39020434;W009333062;ENRT;;W0047;WGE;LPPC;LPPC;;;;R F;
8209;LD;RENDA;RENDA;N45173380;E018344100;ENRT;;E0022;WGE;LDZO;LDZO;;;;RU;RH
8210;EH;RENDI;RENDI;N52034200;E005403200;ENRT;;W0006;WGE;EHAA;EHAA;;;;R;RB
8211;ED;RENDO;RENDO;N51164100;E013530500;ENRT;;E0009;WGE;EDBB;EDBB;;;;R;RB
8212;ED;RENKA;RENKA;N48350500;E013301900;ENRT;;E0009;WGE;EDMM;EDUU;;;;R;RB
8213;ED;RENKI;RENKI;N52545300;E013574200;ENRT;;E0008;WGE;EDBB;EDBB;;;;R E;RB
8214;ED;RENNE;RENNE;N51143200;E008085000;ENRT;;W0008;WGE;EDLL;EDVV;;;;R E;L
8215;BI;RENSA;RENSA;N64180100;W022033800;ENRT;;W0194;WGE;BIRD;BIRD;;;;R D;
8216;LF;RENSA;RENSA;N49315900;E004530800;ENRT;;W0016;WGE;LFFF;LFFF;;;;R E;RB
8217;ED;RENSU;RENSU;N54143700;E009464800;ENRT;;W0007;WGE;EDWW;EDVV;;;;R Z;L
8218;LI;RENTA;RENTA;N46182000;E010514900;ENRT;;E0003;WGE;LIMM;LIMM;;;;R;RB
8219;LF;REPSI;REPSI;N45312100;E004163100;ENRT;;W0005;WGE;LFMM;LFFF;;;;R D;RB
8220;LM;REPTA;REPTA;N35413800;E013124500;ENRT;;E0008;WGE;LMMM;LMMM;;;;R;RB
8221;LF;REQIN;REQIN;N39000000;E006150000;ENRT;;W0004;WGE;LFMM;LFFF;;;;R;RB
8222;LS;RESIA;RESIA;N46284200;E010023600;ENRT;;E0004;WGE;LSAS;LSAS;;;;RU;RB
