ENRT;;00;JRZ;LE;D; ;2050;R;;10;02600;;;;;JEREZ;VHF;348
ENRT;;00;JSY;EG;D; ;2670;L;;10;02000;;;;;JERSEY;VHF;349
ENRT;;00;KAI;EF;D;B;2520;L;;10;01800;;;;;;NDB;1903
ENRT;;00;KAL;ES;D; ;1550;R;;10;02000;;;;;KALMAR;VHF;351
ENRT;;00;KALNI;LG;E;A;0540;L;;10;06000;;;;;KALONI;WAYPOINT;5741
ENRT;;00;KEK;LG;D;B;1350;R;;10;04500;;;;;KERKIRA;NDB;1916
ENRT;;00;KEM;EF;D;B;1790;R;;10;01700;;;;;KEMI;NDB;1917
ENRT;;00;KER;EI;D;B;2580;R;;10;03000;FL070;185;;;;NDB;1918
ENRT;;00;KFN;LG;D; ;1570;R;;10;08000;;;;;KEFALLINIA;VHF;363
ENRT;;00;KFT;LO;D; ;2390;R;035;;08500;;;;;KLAGENFURT;VHF;364
ENRT;;00;KIMON;LG;E;A;3500;L;;10;03000;;;;;KIMON;WAYPOINT;5873
ENRT;;00;KK;ES;D;B;2000;R;;10;02200;;;;;;NDB;1930
ENRT;;00;KLY;EI;D;B;3390;R;;10;06000;FL140;;;;KILLINEY;NDB;1933
ENRT;;00;KM;ES;D;B;1500;R;;10;02000;;;;;KALMAR;NDB;1934
ENRT;;00;KN;ES;D;B;0880;R;;15;02500;;;;;NORRKOPING KUNGSANGEN;NDB;1936
ENRT;;00;KNG;ED;D;B;2950;L;035;;;;;;;KOENIG;NDB;1939
ENRT;;00;KNK;EI;D;B;0860;R;;10;03000;FL070;220;;;;NDB;1940
ENRT;;00;KO;EF;D;B;0720;R;;10;02100;;;;;;NDB;1941
ENRT;;00;KONDA;LF;E;A;2050;R;;15;FL195;;;;;KONDA;WAYPOINT;5946
ENRT;;00;KOR;LG;D;B;1000;R;035;;FL090;;;;;KORINTHOS;NDB;1944
ENRT;;00;KOS;LG;D; ;1200;R;;10;04000;;;;;KOS;VHF;378
ENRT;;00;KOTIX;EN;E;A;1140;R;;10;05000;;;;;KOTIX;WAYPOINT;6006
ENRT;;00;KP;EK;D;B;0890;R;;10;02000;;230;;;KARUP;NDB;1948
ENRT;;00;KPL;LG;D; ;0600;L;;10;06000;;;;;CHRISOUPOLIS;VHF;381
ENRT;;00;KRK;LG;D; ;3200;L;035;;03500;;;;;KERKIRA;VHF;386
ENRT;;00;KRN;EP;D; ;0690;R;;10;02500;;230;;;KARNICE;VHF;388
ENRT;;00;KRT;EP;D; ;3330;R;;10;02300;;170;;;KARTUZY;VHF;390
ENRT;;00;KS;EF;D;B;1230;L;;15;03000;;;;;KILOSIERRA KUUSAMO;NDB;1956
ENRT;;00;KSL;ED;D;B;0290;R;;10;04000;;;;;KASSEL;NDB;1958
ENRT;;00;KUR;EF;D;B;3260;R;;15;02100;;;;;KURKI KUOPIO LOM RW33;NDB;1965
ENRT;;00;KV;EF;D;B;2600;R;;10;02400;;;;;HALLI LOM RW26;NDB;1966
ENRT;;00;KVB;EN;D; ;0730;L;;10;04000;;;;;KVERNBERGET;VHF;395
