A1D;0010;ATSIX;EG;E;A;E   ;;O;L;;RR;;;;   ;;;1070;0152;0000;FL075;;FL235
A1D;0020;AKIVO;EG;E;A;E   ;;O;L;;RR;;;;   ;;;1433;1473;1072;FL075;;FL235
A1D;0030;STN;EG;D;;V   ;;O;L;;RR;;;;   ;;;1638;0440;1439;FL065;;FL235
A1D;0040;RONAR;EG;E;A;E   ;;O;L;;RR;;;;   ;;;1638;0951;1638;FL065;;FL235
A1D;0050;LOMON;EG;E;A;E   ;;O;L;;RR;;;;   ;;;1638;0124;1638;FL065;;FL235
A1D;0060;GOW;EG;D;;VE  ;;O;L;;  ;;;;   ;;;0000;0000;1638;;;
A2;0010;ALG;LI;D;;V C ;;O;L;F;RO;;;;   ;;;0184;0329;0000;04500;;FL195
A2;0020;IVORY;LI;E;A;E   ;;O;L;F;RO;;;;   ;;;0184;0118;0185;FL085;;FL195
A2;0030;POULP;LI;E;A;E C ;;O;L;F;RO;;;;   ;;;0184;0277;0184;05577;;FL195
A2;0040;AJO;LF;D;;V C ;;O;L;;RR;;;;   ;;;3303;0690;0185;FL055;;FL195
A2;0050;LONSU;LF;E;A;E   ;;O;L;;RR;;;;   ;;;3301;0208;3300;FL055;;FL195
A2;0060;MERLU;LF;E;A;E C ;;O;L;;RR;;;;   ;;;3298;0153;3300;FL055;;FL195
A2;0065;DIVUL;LF;E;A;E   ;;O;L;;RR;;;;   ;;;3298;0221;3297;FL055;;FL195
A2;0070;PIGOS;LF;E;A;E   ;;O;L;;RR;;;;   ;;;3297;0102;3297;FL055;;FL195
A2;0080;NIZ;LF;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;3297;;;
A2;0090;MTD;LF;D;;V C ;;O;L;F;RR;;;;   ;;;3263;0427;0000;FL065;;FL195
A2;0100;ABB;LF;D;;V C ;;O;L;F;RR;;;;   ;;;0054;0294;3261;FL065;;FL195
A2;0110;BNE;LF;D;;V C ;;O;L;F;RR;;;;   ;;;3115;0218;0055;FL065;;FL195
A2;0120;DEVAL;EG;E;A;EE  ;;O;L;;  ;;;;   ;;;0000;0000;3113;;;
A2;0130;LTP;LF;D;;V C ;;O;L;F;RR;;;;   ;;;3285;0166;0000;FL065;;FL195
A2;0270;GIRED;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;3283;0020;3285;FL065;;FL195
A2;0280;BARAN;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;3284;0117;3283;FL065;;FL195
A2;0290;DANBO;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;3281;0263;3283;FL065;;FL195
A2;0300;BUSIL;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;3287;0145;3279;FL065;;FL195
A2;0310;AMORO;LF;E;A;E C ;;O;L;F;RR;;;;   ;;;3283;0216;3286;FL065;;FL195
A2;0320;ATN;LF;D;;V C ;;O;L;F;RR;;;;   ;;;3387;0168;3282;FL065;;FL195
A2;0330;CACHI;LF;E;A;E C ;;O;L;F;RR;;;;   ;;;3386;0319;3386;FL065;;FL195
A2;0340;AVLON;LF;E;A;E C ;;O;L;F;RR;;;;   ;;;3385;0263;3385;FL065;;FL195
A2;0350;OKRIX;LF;E;A;E C ;;O;L;F;RR;;;;   ;;;3384;0286;3384;FL065;;FL115
A2;0360;BRY;LF;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;3383;;;
A2;0410;RH;BI;D;B;N C ;;O;B;;RR;;;;   ;;;0393;0664;0000;05400;;UNLTD
A2;0420;BL;BI;D;B;NEC ;;O;B;;  ;;;;   ;;;0000;0000;0402;;;
A21;0060;DOL;LJ;D;;V C ;;O;L;;RR;;;;   ;;;2524;0300;0000;08000;;FL245
A21;0070;IDRIG;LJ;E;A;E   ;;O;L;;RR;;;;   ;;;2521;0215;2521;08000;;FL245
A21;0080;RIFEN;LJ;E;A;E C ;;O;L;;RR;;;;   ;;;2521;0047;2519;FL085;;FL195
A21;0090;RCH;LI;D;;V C ;;O;L;;RR;;;;   ;;;2669;0050;2520;FL085;;FL195
A21;0100;RON;LI;D;B;NEC ;;O;L;;  ;;;;   ;;;0000;0000;2668;;;
A24;0023;GILOM;EB;E;A;E C ;;O;L;;RR;;;;   ;;;3159;0127;0000;04500;;FL195
A24;0026;BUB;EB;D;;V C ;;O;L;;RR;;;;   ;;;3205;0207;3158;04500;;FL195
A24;0030;NIK;EB;D;;V C ;;O;L;F;RR;;;;   ;;;3519;0075;3204;03500;;FL195
A24;0040;FIR23;EB;E;A;E   ;;O;L;F;RR;;;;   ;;;3512;0146;3519;03500;;FL195
A24;0050;TOLEN;EH;E;A;EE  ;;O;L;;  ;;;;   ;;;0000;0000;3512;;;
A242;0010;GTQ;LF;D;;V   ;;O;L;;RO;;;;   ;;;1813;0352;0000;FL085;;FL195
A242;0020;POGOL;LF;E;A;E   ;;O;L;;RO;;;;   ;;;1813;0144;1813;FL105;;FL195
A242;0030;LASAT;LF;E;A;E   ;;O;L;;RO;;;;   ;;;1813;0083;1813;FL105;;FL195
A242;0040;MIRGU;LF;E;A;E   ;;O;L;;RO;;;;   ;;;1813;0127;1812;FL105;;FL195
A242;0050;TIRSO;LF;E;A;E   ;;O;L;;RO;;;;   ;;;1812;0080;1812;FL105;;FL195
A242;0060;ARPUS;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1577;0071;1812;FL145;;FL195
A242;0070;HR;LF;D;B;NE  ;;O;L;;  ;;;;   ;;;0000;0000;1577;;;
A25;0310;MHN;LE;D;;V C ;;O;L;F;RO;;;;   ;;;3127;0513;0000;FL065;;FL245
A25;0320;LUNIK;LE;E;A;E C ;;O;L;F;RO;;;;   ;;;3124;0151;3124;FL065;;FL245
A25;0330;SISMO;LE;E;A;E   ;;O;L;F;RO;;;;   ;;;3123;0302;3123;FL065;;FL245
A25;0340;TASOS;LE;E;A;E   ;;O;L;F;RO;;;;   ;;;3121;0327;3121;FL065;;FL245
A25;0350;BCN;LE;D;;VE  ;;O;L;;  ;;;;   ;;;0000;0000;3119;;;
A25;0360;SKESO;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1562;0542;0000;FL055;;FL195
A25;0370;LERAK;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1563;0290;1563;FL055;;FL195
A25;0380;DIN;LF;D;;V   ;;O;L;F;RR;;;;   ;;;1777;0172;1564;FL055;;FL195
A25;0390;AKETI;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;1777;0247;1777;FL055;;FL195
A25;0400;LAGAB;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;1776;0149;1777;FL055;;FL195
A25;0410;GODAN;LF;E;A;E   ;;O;L;F;RR;;;;   ;;;1563;0321;1776;FL055;;FL195
A25;0420;NTS;LF;D;;V C ;;O;L;;RR;;;;   ;;;1671;0349;1564;FL065;;FL195
A25;0430;TIRAV;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1666;0061;1671;FL065;;FL195
A25;0440;LUSON;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1674;0329;1666;FL065;;FL195
A25;0450;OLERO;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1673;0146;1674;FL065;;FL195
A25;0460;MAREN;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1673;0041;1673;FL065;;FL195
A25;0470;ROYAN;LF;E;A;E   ;;O;L;;RR;;;;   ;;;1670;0521;1673;FL065;;FL195
A25;0480;BMC;LF;D;;V C ;;O;L;;RR;;;;   ;;;1119;0259;1670;FL065;;FL195
A25;0490;SAU;LF;D;;V C ;;O;L;;RR;;;;   ;;;1382;0647;1121;FL065;;FL195
A25;0500;AGN;LF;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;1385;;;
A26;0010;BTA;LF;D;;V C ;;O;L;;RR;;;;   ;;;0756;0125;0000;;;
A26;0020;MOULE;LF;E;A;E C ;;O;L;;RR;;;;   ;;;0757;0293;0757;FL085;;FL195
A26;0030;ELB;LI;D;;V C ;;O;L;;RR;;;;   ;;;0916;0278;0760;FL175;;FL195
A26;0040;GRO;LI;D;B;N C ;;O;L;;RR;;;;   ;;;1182;0696;0919;FL175;;FL195
A26;0050;CMP;LI;D;;VEC ;;O;L;;  ;;;;   ;;;0000;0000;1188;;;
A27;0020;BUYAH;DA;E;A;E C ;A;O;L;;AO;;;;   ;;;3594;0108;3600;FL065;;FL245
A27;0030;GENIO;LE;E;A;E   ;;O;L;B;RO;;;;   ;;;3594;0494;3594;FL065;;FL245
